Word form,Total count,POS tags and their frequency,Word form,Total count,POS tags and their frequency,Grammatically disjoint,Grammatically identical
brjál,3,"['nheo', 2, 'nhen', 1]",prjál,2,"['nheo', 2]",False,False
baul,1,"['nhen', 1]",paul,82,"['e', 79, 'nkens', 3]",True,False
búðar,7,"['nvee', 6, 'nhens', 1]",púðar,5,"['nkfn', 5]",True,False
bartar,1,"['nkfn', 1]",partar,3,"['nkfn', 3]",False,True
búka,2,"['nkfo', 2]",púka,9,"['nkfo', 4, 'nkeo', 3, 'nkeþ', 2]",False,False
bælir,2,"['sfg3en', 2]",pælir,22,"['sfg3en', 19, 'sfg2en', 3]",False,False
blús,6,"['nkeo', 3, 'nken', 2, 'nkeþ', 1]",plús,26,"['nken', 12, 'aa', 9, 'nkeo', 5]",False,False
balla,1,"['nkeþ', 1]",palla,74,"['nvens', 23, 'nkees', 21, 'nkeos', 19, 'nkeþs', 8, 'nkfo', 2, 'sng', 1]",True,False
bækla,1,"['nkfo', 1]",pækla,1,"['sng', 1]",True,False
bati,3,"['nken', 3]",pati,2,"['nheþ', 2]",True,False
básum,2,"['nkfþs', 1, 'nkfþ', 1]",pásum,1,"['nvfþ', 1]",True,False
lambi,3,"['nheþ', 3]",lampi,9,"['nken', 9]",True,False
barsins,2,"['nheeg', 1, 'nkeeg', 1]",parsins,3,"['nheeg', 3]",False,False
búkana,2,"['nkfog', 2]",púkana,1,"['nkfog', 1]",False,True
bældu,2,"['lheþsf', 2]",pældu,17,"['sbg2en', 8, 'sfg3fþ', 7, 'lheþsf', 2]",False,False
bælið,3,"['nheog', 3]",pælið,1,"['sbg2fn', 1]",True,False
bældum,4,"['lkeþsf', 4]",pældum,3,"['sfg1fþ', 3]",True,False
bælingin,1,"['nveng', 1]",pælingin,1,"['nveng', 1]",False,True
bólar,5,"['sfg3en', 5]",pólar,3,"['nkfn', 3]",True,False
búandi,1,"['slg', 1]",púandi,2,"['slg', 2]",False,True
bussa,1,"['nkeo', 1]",pussa,1,"['sng', 1]",True,False
bríma,2,"['nkeþ', 1, 'nkeo', 1]",príma,1,"['nkeo', 1]",False,False
bólum,5,"['nhfþ', 3, 'nvfþ', 2]",pólum,1,"['sfg1fn', 1]",True,False
bé,12,"['nheþ', 8, 'nheo', 2, 'nhfo', 1, 'nhen', 1]",pé,6,"['nhen', 2, 'nhee', 1, 'nhfo', 1, 'nheþ', 1, 'nhfn', 1]",False,False
blokka,1,"['nkfo', 1]",plokka,4,"['sng', 4]",True,False
blönkum,1,"['lkeþsf', 1]",plönkum,2,"['nkfþ', 2]",True,False
brettur,1,"['nvfo', 1]",prettur,1,"['nken', 1]",True,False
bungur,2,"['nvfo', 1, 'nvfn', 1]",pungur,2,"['nken', 2]",True,False
bast,7,"['sfm3eþ', 7]",past,1,"['e', 1]",True,False
brúðan,1,"['nveng', 1]",prúðan,1,"['lkeosf', 1]",True,False
kambinum,4,"['nkeþg', 4]",kampinum,10,"['nkeþg', 10]",False,True
kamb,2,"['nkeos', 1, 'nkeo', 1]",kamp,9,"['nkeo', 9]",False,False
kamburinn,1,"['nkeng', 1]",kampurinn,1,"['nkeng', 1]",False,True
kambarnir,1,"['nkfng', 1]",kamparnir,2,"['nkfng', 2]",False,True
kambana,5,"['nkfog', 5]",kampana,1,"['nkfog', 1]",False,True
bíum,3,"['au', 3]",píum,2,"['nvfþ', 1, 'nhfþ', 1]",True,False
brúða,3,"['nven', 2, 'nvfe', 1]",prúða,6,"['lkfosf', 3, 'lheevf', 1, 'lkeevf', 1, 'lveosf', 1]",True,False
búla,1,"['nven', 1]",púla,5,"['sbg2en', 2, 'sfg1en', 2, 'sng', 1]",True,False
bullurnar,1,"['nvfng', 1]",pullurnar,1,"['nvfng', 1]",False,True
busa,1,"['nkeo', 1]",pusa,1,"['nven', 1]",True,False
busi,2,"['nken', 2]",pusi,2,"['nheþ', 2]",True,False
bólunum,1,"['nvfþg', 1]",pólunum,17,"['nkfþg', 17]",True,False
