Word form,Total count,POS tags and their frequency,Word form,Total count,POS tags and their frequency,Grammatically disjoint,Grammatically identical
flakkaði,1,"['sfg3eþ', 1]",flaggaði,2,"['sfg3eþ', 2]",False,True
hrekk,18,"['sfg1en', 16, 'nkeo', 2]",hregg,2,"['nheo', 1, 'nkens', 1]",True,False
hnekkja,11,"['sng', 11]",hneggja,5,"['sng', 3, 'sfg3fn', 2]",False,False
gakk,6,"['sbg2en', 6]",gagg,1,"['nhen', 1]",True,False
lökkum,1,"['nhfþ', 1]",löggum,2,"['nvfþ', 2]",True,False
ekkjum,5,"['nvfþ', 5]",eggjum,39,"['nhfþ', 33, 'nvfþ', 6]",False,False
lokkaði,7,"['sfg3eþ', 6, 'sfg1eþ', 1]",loggaði,2,"['sfg3eþ', 1, 'sfg1eþ', 1]",False,True
lökk,2,"['nhfn', 2]",lögg,8,"['nveo', 3, 'nven', 3, 'nveþ', 2]",True,False
flakk,15,"['nheo', 14, 'nhen', 1]",flagg,4,"['nheo', 3, 'as', 1]",False,False
flakkandi,1,"['slg', 1]",flaggandi,1,"['slg', 1]",False,True
bakkarnir,2,"['nkfng', 2]",baggarnir,2,"['nkfng', 2]",False,True
vakki,5,"['nheþ', 5]",vaggi,1,"['nheþ', 1]",False,True
bökkunum,7,"['nkfþg', 7]",böggunum,1,"['nkfþg', 1]",False,True
bakki,14,"['nken', 12, 'nkens', 1, 'svg3en', 1]",baggi,3,"['nken', 3]",False,False
bakkar,19,"['sfg3en', 10, 'nkfn', 9]",baggar,2,"['nkfn', 2]",False,False
bakkana,5,"['nkfog', 5]",baggana,3,"['nkfog', 3]",False,True
ekkjunum,2,"['nvfþg', 2]",eggjunum,4,"['nhfþg', 4]",True,False
rokkinn,2,"['nkeog', 2]",rogginn,9,"['lkensf', 9]",True,False
hrykki,12,"['svg3eþ', 11, 'svg1eþ', 1]",hryggi,1,"['nkfo', 1]",True,False
rakki,7,"['nken', 6, 'svg3en', 1]",raggi,39,"['nkens', 39]",True,False
hakka,4,"['sng', 4]",hagga,9,"['sng', 9]",False,True
brakka,2,"['nkeo', 2]",bragga,23,"['nkeþ', 10, 'nkeo', 10, 'nkfo', 2, 'nkfe', 1]",False,False
brakki,1,"['nken', 1]",braggi,11,"['nken', 11]",False,True
blokka,1,"['nkfo', 1]",blogga,1,"['sng', 1]",True,False
bokku,2,"['nveo', 1, 'nveþ', 1]",boggu,21,"['nveþs', 11, 'nveos', 6, 'nvees', 4]",True,False
stekknum,6,"['nkeþg', 6]",steggnum,2,"['nkeþg', 2]",False,True
stekkurinn,7,"['nkeng', 7]",steggurinn,12,"['nkengs', 8, 'nkeng', 4]",False,False
stekkinn,4,"['nkeog', 4]",stegginn,2,"['nkeng', 1, 'nkeog', 1]",False,False
hnekki,1,"['nkeo', 1]",hneggi,1,"['svg3en', 1]",True,False
skekki,1,"['svg3en', 1]",skeggi,18,"['nheþ', 17, 'nkfo', 1]",True,False
hökkuðu,2,"['sfg3fþ', 2]",högguðu,2,"['lheþsf', 1, 'sfg3fþ', 1]",False,False
akk,1,"['nheo', 1]",agg,2,"['as', 2]",True,False
makki,1,"['nken', 1]",maggi,79,"['nkens', 60, 'nken', 19]",False,False
krökkur,1,"['lkensf', 1]",kröggur,1,"['nvfo', 1]",True,False
