Word form,Total count,POS tags and their frequency,Word form,Total count,POS tags and their frequency,Grammatically disjoint,Grammatically identical,Min freq
eytt,99,"['ssg', 82, 'sþghen', 15, 'lhensf', 2]",eitt,3145,"['tfheo', 1050, 'foheo', 683, 'tfhen', 569, 'fohen', 513, 'lhensf', 158, 'lheosf', 84, 'ta', 66, 'to', 12, 'x', 3, 'lhensf', 2, 'lhensf', 2, 'lheosf', 1, 'as', 1, 'lheosf', 1]",FALSE,FALSE,99
flykki,4,"['nheþ', 1, 'nheo', 1, 'nhen', 1, 'svg3en', 1]",flikki,7,"['nheþ', 3, 'nhen', 2, 'nheo', 1, 'nhfo', 1]",FALSE,FALSE,4
flykkinu,1,"['nheþg', 1]",flikkinu,1,"['nheþg', 1]",FALSE,TRUE,1
fylla,153,"['sng', 108, 'sfg3fn', 44, 'nven', 1]",filla,1,"['nvfe', 1]",TRUE,FALSE,1
fyrr,2728,"['aam', 2728]",firr,2,"['sbg2en', 2]",TRUE,FALSE,2
fyrra,423,"['lheovm', 277, 'lheþvm', 114, 'lhenvm', 25, 'lheevm', 7]",firra,17,"['sng', 11, 'nven', 6]",TRUE,FALSE,17
geyma,303,"['sng', 271, 'sfg3fn', 20, 'nkfo', 10, 'nkfe', 2]",geima,22,"['nkfo', 22]",FALSE,FALSE,22
geymi,28,"['svg3en', 9, 'sfg1en', 8, 'nkeþ', 7, 'svg1en', 2, 'nkeo', 2]",geimi,5,"['nkeþ', 3, 'nheþ', 2]",FALSE,FALSE,5
geymið,8,"['sbg2fn', 7, 'sfg2fn', 1]",geimið,1,"['nheog', 1]",TRUE,FALSE,1
geyminn,8,"['nkeog', 7, 'lkensf', 1]",geiminn,14,"['nkeog', 14]",FALSE,FALSE,8
geysa,2,"['sfg3fn', 1, 'sng', 1]",geisa,8,"['sng', 7, 'sfg3fn', 1]",FALSE,TRUE,2
glytta,2,"['sng', 2]",glitta,34,"['sng', 33, 'nven', 1]",FALSE,FALSE,2
glytti,1,"['sfg3eþ', 1]",glitti,29,"['sfg3eþ', 29]",FALSE,TRUE,1
greypst,4,"['ssm', 4]",greipst,2,"['sfg2eþ', 2]",TRUE,FALSE,2
greypt,14,"['sþghen', 8, 'ssg', 4, 'lvensf', 2]",greipt,1,"['lvensf', 1]",FALSE,FALSE,1
greyptar,1,"['lvfnsf', 1]",greiptar,1,"['lvfnsf', 1]",FALSE,TRUE,1
greypti,1,"['sfg3eþ', 1]",greipti,1,"['lkenvf', 1]",TRUE,FALSE,1
gyldi,1,"['svg3eþ', 1]",gildi,266,"['nheo', 141, 'nheþ', 70, 'nhen', 19, 'nhfn', 16, 'nhfo', 9, 'svg3en', 7, 'svg3fn', 3, 'sfg1en', 1]",TRUE,FALSE,1
gyldir,1,"['svg2eþ', 1]",gildir,174,"['sfg3en', 171, 'lkfnsf', 2, 'nvfn', 1]",TRUE,FALSE,1
gyldu,3,"['svg3fþ', 3]",gildu,5,"['lheþsf', 5]",TRUE,FALSE,3
gylli,1,"['nvee', 1]",gilli,3,"['nhen', 3]",TRUE,FALSE,1
gyrða,1,"['sfg3fn', 1]",girða,18,"['sng', 12, 'sfg3fn', 6]",FALSE,FALSE,1
gyrðir,7,"['sfg3en', 5, 'nkens', 2]",girðir,3,"['sfg3en', 3]",FALSE,FALSE,3
gyrt,1,"['lvensf', 1]",girt,9,"['sþghen', 6, 'ssg', 2, 'lhfnsf', 1]",TRUE,FALSE,1
gyrta,1,"['lkfosf', 1]",girta,1,"['lkfosf', 1]",FALSE,TRUE,1
gyrti,5,"['sfg3eþ', 3, 'sfg1eþ', 2]",girti,15,"['sfg3eþ', 14, 'sfg1eþ', 1]",FALSE,TRUE,5
gyrtir,1,"['lkfnsf', 1]",girtir,3,"['lkfnsf', 2, 'svg2eþ', 1]",FALSE,FALSE,1
gyrtu,1,"['sfg3fþ', 1]",girtu,4,"['sfg3fþ', 4]",FALSE,TRUE,1
gyrtum,1,"['lkeþsf', 1]",girtum,1,"['lkfþsf', 1]",TRUE,FALSE,1
gysið,1,"['nheog', 1]",gisið,4,"['lhensf', 4]",TRUE,FALSE,1
heilyndi,1,"['nheo', 1]",heilindi,11,"['nhfo', 10, 'nhfn', 1]",TRUE,FALSE,1
hreyfir,45,"['sfg3en', 40, 'sfg2en', 4, 'lkfnsf', 1]",hreifir,1,"['lkfnsf', 1]",FALSE,FALSE,1
hreyfst,11,"['ssm', 11]",hreifst,23,"['sfm3eþ', 20, 'sfm1eþ', 3]",TRUE,FALSE,11
hreyfum,1,"['sfg1fn', 1]",hreifum,1,"['nkfþ', 1]",TRUE,FALSE,1
hreyfur,1,"['lkensf', 1]",hreifur,5,"['lkensf', 5]",FALSE,TRUE,1
hryndi,8,"['svg3eþ', 8]",hrindi,3,"['sfg1en', 2, 'nkeþ', 1]",TRUE,FALSE,3
hrynur,26,"['sfg3en', 23, 'nken', 3]",hrinur,3,"['nvfo', 2, 'nvfn', 1]",TRUE,FALSE,3
hyldi,2,"['svg3eþ', 1, 'nhen', 1]",hildi,29,"['nveos', 14, 'nkeþs', 7, 'nveo', 4, 'nveþs', 2, 'nkeþ', 1, 'nvens', 1]",TRUE,FALSE,2
hylla,6,"['sng', 5, 'sfg3fn', 1]",hilla,10,"['nven', 5, 'sng', 5]",FALSE,FALSE,6
hylli,24,"['nkeþ', 10, 'nvee', 6, 'nheo', 3, 'nkeo', 2, 'nhen', 2, 'nveo', 1]",hilli,2,"['svg3en', 2]",TRUE,FALSE,2
hylling,1,"['nven', 1]",hilling,4,"['nven', 4]",FALSE,TRUE,1
kleyft,1,"['lheosf', 1]",kleift,71,"['lheosf', 60, 'lhensf', 11]",FALSE,FALSE,1
klyfi,1,"['svg3eþ', 1]",klifi,2,"['nheþ', 1, 'svg3eþ', 1]",FALSE,FALSE,1
kynda,25,"['sng', 20, 'sfg3fn', 5]",kinda,2,"['nvfe', 2]",TRUE,FALSE,2
kyngja,48,"['sng', 47, 'nven', 1]",kingja,3,"['nven', 3]",FALSE,FALSE,3
kynna,361,"['sng', 197, 'nhfe', 161, 'sfg3fn', 3]",kinna,2,"['nvfe', 2]",TRUE,FALSE,2
kynnin,19,"['nhfng', 13, 'nhfog', 6]",kinnin,1,"['nveng', 1]",TRUE,FALSE,1
kynnum,39,"['nhfþ', 32, 'sfg1fn', 3, 'svg1fþ', 2, 'nkfþ', 2]",kinnum,58,"['nvfþ', 57, 'nvfþs', 1]",TRUE,FALSE,39
kynoka,1,"['sng', 1]",kinoka,1,"['sng', 1]",FALSE,TRUE,1
kyrfilega,9,"['aa', 8, 'lhenvf', 1]",kirfilega,22,"['aa', 22]",FALSE,FALSE,9
kyrja,15,"['sng', 12, 'sfg3fn', 2, 'sfg1en', 1]",kirja,1,"['sng', 1]",FALSE,FALSE,1
kyrjar,3,"['sfg3en', 3]",kirjar,1,"['sfg3en', 1]",FALSE,TRUE,1
kyrkja,11,"['sng', 11]",kirkja,73,"['nven', 67, 'nvens', 6]",TRUE,FALSE,11
kyrnum,1,"['nvfþ', 1]",kirnum,6,"['nvfþ', 3, 'nhfþ', 3]",FALSE,FALSE,1
kyrtillinn,3,"['nkeng', 3]",kirtillinn,5,"['nkeng', 5]",FALSE,TRUE,3
kyrtla,1,"['nkfo', 1]",kirtla,1,"['nkfe', 1]",TRUE,FALSE,1
kyrtli,9,"['nkeþ', 9]",kirtli,2,"['nkeþ', 2]",FALSE,TRUE,2
kyrtlinum,9,"['nkeþg', 9]",kirtlinum,1,"['nkeþg', 1]",FALSE,TRUE,1
kyrtlum,2,"['nkfþ', 2]",kirtlum,1,"['nkfþ', 1]",FALSE,TRUE,1
kysi,17,"['svg3eþ', 15, 'svg1eþ', 2]",kisi,1,"['nken', 1]",TRUE,FALSE,1
kysu,5,"['svg3fþ', 5]",kisu,11,"['nveþ', 5, 'nveo', 4, 'nveþs', 1, 'nvees', 1]",TRUE,FALSE,5
leyfa,265,"['sng', 246, 'sfg3fn', 18, 'nkfe', 1]",leifa,3,"['nvfe', 2, 'sng', 1]",FALSE,FALSE,3
leyfð,7,"['sþgven', 5, 'lvensf', 1, 'lhfnsf', 1]",leifð,1,"['nveo', 1]",TRUE,FALSE,1
leyfði,182,"['sfg3eþ', 161, 'sfg1eþ', 13, 'svg3eþ', 8]",leifði,2,"['sfg3eþ', 1, 'svg3eþ', 1]",FALSE,FALSE,2
leyfðu,103,"['sbg2en', 61, 'sfg3fþ', 41, 'svg3fþ', 1]",leifðu,1,"['sfg3fþ', 1]",FALSE,FALSE,1
leyfir,72,"['sfg3en', 66, 'sfg2en', 5, 'svg2en', 1]",leifir,1,"['sfg3en', 1]",FALSE,FALSE,1
leyfum,19,"['sfg1fn', 10, 'nhfþ', 8, 'nkfþ', 1]",leifum,21,"['nvfþ', 19, 'sfg1fn', 2]",FALSE,FALSE,19
leyst,129,"['ssg', 79, 'sþghfn', 30, 'sþghen', 15, 'lhensf', 3, 'sþgven', 1, 'lheosf', 1]",leist,118,"['sfm3eþ', 114, 'sfg2eþ', 3, 'sfm3fþ', 1]",TRUE,FALSE,118
leyti,1105,"['nheþ', 866, 'nheo', 239]",leiti,44,"['nheþ', 33, 'svg3fn', 4, 'nheþs', 2, 'svg3en', 2, 'nhfn', 2, 'svg1en', 1]",FALSE,FALSE,44
leytið,5,"['nheog', 4, 'nheng', 1]",leitið,6,"['sbg2fn', 4, 'nheog', 2]",FALSE,FALSE,5
leytinu,6,"['nheþg', 6]",leitinu,1,"['nheþg', 1]",FALSE,TRUE,1
lyfi,2,"['nheþ', 2]",lifi,70,"['svg3en', 29, 'sfg1en', 26, 'svg3fn', 15]",TRUE,FALSE,2
lyfið,8,"['nheng', 4, 'nheog', 4]",lifið,7,"['sfg2fn', 3, 'lhensf', 2, 'lheosf', 1, 'sbg2fn', 1]",TRUE,FALSE,7
lynda,14,"['sng', 13, 'lheovf', 1]",linda,138,"['nvens', 128, 'nven', 4, 'nvfe', 3, 'nkeo', 1, 'nkeþ', 1, 'nvfes', 1]",TRUE,FALSE,14
lyndi,19,"['nheþ', 19]",lindi,1,"['nken', 1]",TRUE,FALSE,1
lynt,2,"['lvensf', 1, 'ssg', 1]",lint,3,"['lhensf', 3]",TRUE,FALSE,2
lyst,60,"['nveo', 31, 'nveþ', 21, 'ssg', 6, 'nven', 1, 'lhensf', 1]",list,134,"['nveo', 54, 'nveþ', 47, 'nven', 31, 'e', 2]",FALSE,FALSE,60
lysti,8,"['sfg3eþ', 5, 'svg3eþ', 3]",listi,33,"['nken', 25, 'svg3en', 7, 'svg3fn', 1]",TRUE,FALSE,8
lystina,2,"['nveog', 2]",listina,15,"['nveog', 15]",FALSE,TRUE,2
lystir,6,"['sfg3en', 5, 'nvfo', 1]",listir,42,"['nvfo', 35, 'nvfn', 7]",FALSE,FALSE,6
lyti,8,"['svg3eþ', 8]",liti,106,"['svg3eþ', 50, 'nkfo', 42, 'svg3en', 8, 'svg1eþ', 4, 'svg3fn', 2]",FALSE,FALSE,8
meyr,11,"['lkensf', 7, 'lvensf', 2, 'lhfnsf', 2]",meir,252,"['aam', 252]",TRUE,FALSE,11
mynni,33,"['nheþ', 23, 'nhfo', 8, 'nhen', 1, 'nhfn', 1]",minni,1329,"['feveþ', 780, 'nheþ', 131, 'lvenvm', 127, 'lhfnvm', 35, 'lveovm', 31, 'lkenvm', 29, 'lkfþvm', 22, 'lvfovm', 20, 'nheo', 20, 'sfg1en', 15, 'lvfnvm', 14, 'lhfovm', 14, 'nhen', 13, 'svg3en', 13, 'lkeevm', 10, 'lkeovm', 10, 'lkeþvm', 7, 'lkfovm', 7, 'nhfo', 6, 'lveþvm', 6, 'lhfþvm', 5, 'lkfnvm', 4, 'nhfn', 3, 'svg3fn', 3, 'lkfevm', 2, 'lveevm', 1, 'lhfevm', 1]",FALSE,FALSE,33
mynnið,1,"['nheng', 1]",minnið,65,"['nheog', 45, 'nheng', 19, 'sbg2fn', 1]",FALSE,FALSE,1
mynninu,1,"['nheþg', 1]",minninu,21,"['nheþg', 21]",FALSE,TRUE,1
mynnum,1,"['nhfþ', 1]",minnum,24,"['nhfþ', 24]",FALSE,TRUE,1
myrra,1,"['nven', 1]",mirra,1,"['nven', 1]",FALSE,TRUE,1
neyta,36,"['sng', 28, 'sfg3fn', 8]",neita,126,"['sng', 81, 'sfg1en', 26, 'sfg3fn', 19]",FALSE,FALSE,36
neytandi,3,"['nken', 3]",neitandi,11,"['aa', 11]",TRUE,FALSE,3
neyti,3,"['sfg1en', 2, 'svg3en', 1]",neiti,5,"['svg3en', 3, 'svg3fn', 2]",FALSE,FALSE,3
neytið,2,"['nheog', 2]",neitið,2,"['sfg2fn', 2]",TRUE,FALSE,2
neytir,11,"['sfg3en', 10, 'lkfnsf', 1]",neitir,2,"['svg2en', 2]",TRUE,FALSE,2
neytt,41,"['sþghen', 21, 'ssg', 19, 'lheosf', 1]",neitt,2011,"['foheo', 1549, 'fohen', 461, 'x', 1]",TRUE,FALSE,41
pylsa,1,"['nven', 1]",pilsa,1,"['nhfe', 1]",TRUE,FALSE,1
pylsum,5,"['nvfþ', 5]",pilsum,13,"['nhfþ', 13]",TRUE,FALSE,5
pylsunum,1,"['nvfþg', 1]",pilsunum,6,"['nhfþg', 6]",TRUE,FALSE,1
reyfum,1,"['nhfþ', 1]",reifum,4,"['nhfþ', 4]",FALSE,TRUE,1
reyki,12,"['sfg1en', 7, 'svg3en', 3, 'svg3fn', 1, 'nkfos', 1]",reiki,23,"['nheþ', 23]",TRUE,FALSE,12
reyta,15,"['sng', 13, 'sfg3fn', 2]",reita,2,"['sng', 2]",FALSE,FALSE,2
reytir,1,"['sfg3en', 1]",reitir,5,"['nkfn', 3, 'sfg3en', 2]",FALSE,FALSE,1
reytt,7,"['ssg', 4, 'lvensf', 2, 'lhensf', 1]",reitt,29,"['ssg', 27, 'lhensf', 2]",FALSE,FALSE,7
reytti,7,"['sfg3eþ', 4, 'sfg1eþ', 3]",reitti,3,"['sfg3eþ', 3]",FALSE,FALSE,3
reyttu,3,"['sfg3fþ', 3]",reittu,1,"['sfg3fþ', 1]",FALSE,TRUE,1
reytum,11,"['nvfþ', 9, 'sfg1fn', 2]",reitum,12,"['nkfþ', 11, 'nkfþs', 1]",TRUE,FALSE,11
reytur,3,"['nvfo', 3]",reitur,11,"['nken', 11]",TRUE,FALSE,3
ryði,1,"['nheþ', 1]",riði,7,"['svg3eþ', 2, 'svg3en', 2, 'nheþ', 2, 'nken', 1]",FALSE,FALSE,1
ryfi,3,"['svg3eþ', 3]",rifi,20,"['nheþs', 11, 'nheþ', 7, 'svg3en', 2]",TRUE,FALSE,3
rym,1,"['sfg1en', 1]",rim,4,"['nveþ', 4]",TRUE,FALSE,1
seyddu,1,"['lheþsf', 1]",seiddu,3,"['sfg3fþ', 3]",TRUE,FALSE,1
seyða,2,"['sng', 2]",seiða,13,"['sng', 7, 'nhfe', 6]",FALSE,FALSE,2
seyði,69,"['nkeþ', 68, 'nheþ', 1]",seiði,42,"['nhfo', 21, 'nheþ', 7, 'nhfn', 6, 'nkfo', 5, 'nheo', 2, 'nhen', 1]",FALSE,FALSE,42
seytt,1,"['lhensf', 1]",seitt,2,"['ssg', 2]",TRUE,FALSE,1
skyldar,10,"['lvfnsf', 7, 'lvfosf', 3]",skildar,9,"['lvfnsf', 6, 'lvfosf', 3]",FALSE,TRUE,9
skyldi,1335,"['svg3eþ', 1170, 'svg1eþ', 144, 'lkenvf', 16, 'svg3fn', 3, 'sfg3eþ', 1, 'nkeo', 1]",skildi,775,"['sfg3eþ', 518, 'sfg1eþ', 203, 'svg3eþ', 32, 'nhen', 7, 'nkeþ', 5, 'sfg2eþ', 3, 'svg1eþ', 3, 'nheþ', 3, 'nheo', 1]",FALSE,FALSE,775
skyldir,37,"['svg2eþ', 19, 'lkfnsf', 14, 'nvfn', 3, 'nvfo', 1]",skildir,18,"['sfg2eþ', 8, 'sþgkfn', 6, 'lkfnsf', 2, 'nkfn', 2]",FALSE,FALSE,18
skyldist,1,"['svm3en', 1]",skildist,56,"['sfm3eþ', 53, 'svm3eþ', 2, 'sfm1fþ', 1]",TRUE,FALSE,1
skyldu,313,"['svg3fþ', 173, 'nveo', 103, 'nveþ', 19, 'lhfnvf', 7, 'nvee', 5, 'lheþsf', 2, 'lkfnvf', 2, 'sngþ', 2]",skildu,149,"['sfg3fþ', 138, 'svg3fþ', 6, 'sbg2en', 3, 'lheþsf', 1, 'lhfovf', 1]",FALSE,FALSE,149
skylduð,5,"['svg2fþ', 5]",skilduð,2,"['sfg2fþ', 1, 'svg2fþ', 1]",FALSE,FALSE,2
skyldum,98,"['svg1fþ', 52, 'nvfþ', 28, 'sfg1fn', 10, 'lvfþsf', 5, 'lhfþsf', 3]",skildum,60,"['sfg1fþ', 58, 'nhfþ', 2]",TRUE,FALSE,60
skyldust,2,"['lhfnse', 1, 'lvense', 1]",skildust,2,"['sfm3fþ', 2]",TRUE,FALSE,2
skyli,10,"['nken', 10]",skili,13,"['svg3en', 11, 'svg1en', 1, 'svg3fn', 1]",TRUE,FALSE,10
skyn,104,"['nheo', 99, 'nhen', 5]",skin,11,"['nhen', 7, 'nheo', 3, 'nhfo', 1]",FALSE,FALSE,11
skyni,127,"['nheþ', 127]",skini,33,"['nheþ', 23, 'svg3en', 7, 'svg3eþ', 2, 'svg3fn', 1]",FALSE,FALSE,33
skyssu,1,"['nveo', 1]",skissu,1,"['nveo', 1]",FALSE,TRUE,1
skyssur,2,"['nvfo', 2]",skissur,3,"['nvfn', 3]",TRUE,FALSE,2
skytu,4,"['svg3fþ', 4]",skitu,4,"['sfg3fþ', 2, 'nveo', 2]",TRUE,FALSE,4
slypp,1,"['lvensf', 1]",slipp,6,"['nkeo', 3, 'nkeþ', 3]",TRUE,FALSE,1
sneydd,1,"['lvensf', 1]",sneidd,1,"['lvensf', 1]",FALSE,TRUE,1
sneyddur,2,"['lkensf', 2]",sneiddur,2,"['lkensf', 2]",FALSE,TRUE,2
sneytt,1,"['lhensf', 1]",sneitt,7,"['ssg', 4, 'sþghen', 3]",TRUE,FALSE,1
spryngi,8,"['svg3eþ', 8]",springi,6,"['nkfo', 2, 'svg3fn', 2, 'svg3en', 2]",TRUE,FALSE,6
sprytti,4,"['svg3eþ', 4]",spritti,4,"['nheþ', 4]",TRUE,FALSE,4
stryka,1,"['sng', 1]",strika,14,"['sng', 12, 'sfg1en', 1, 'nhfe', 1]",FALSE,FALSE,1
stryki,2,"['svg3en', 2]",striki,39,"['nheþ', 39]",TRUE,FALSE,2
stympaðist,1,"['sfm3eþ', 1]",stimpaðist,1,"['sfm3eþ', 1]",FALSE,TRUE,1
stympast,1,"['snm', 1]",stimpast,2,"['sfm1en', 1, 'sfm3en', 1]",TRUE,FALSE,1
stympingar,2,"['nvfo', 1, 'nvfn', 1]",stimpingar,4,"['nvfn', 4]",FALSE,FALSE,2
styngi,2,"['svg3eþ', 2]",stingi,8,"['nkfo', 3, 'svg1en', 2, 'svg3en', 2, 'svg3fn', 1]",TRUE,FALSE,2
syði,4,"['svg3eþ', 4]",siði,21,"['nkfo', 16, 'nheþ', 4, 'svg3fn', 1]",TRUE,FALSE,4
sygi,1,"['svg3eþ', 1]",sigi,3,"['svg3en', 2, 'nheþ', 1]",TRUE,FALSE,1
sytrar,3,"['sfg3en', 3]",sitrar,2,"['sfg3en', 2]",FALSE,TRUE,2
teyg,13,"['nkeþ', 11, 'nkeo', 2]",teig,2,"['nkeo', 2]",FALSE,FALSE,2
tilskyldum,4,"['lkeþsf', 3, 'lhfþsf', 1]",tilskildum,5,"['lkeþsf', 5]",FALSE,FALSE,4
trylla,1,"['sfg3fn', 1]",trilla,7,"['sng', 3, 'nven', 3, 'sfg3fn', 1]",FALSE,FALSE,1
tryppi,1,"['nheþ', 1]",trippi,3,"['nheþ', 2, 'nheo', 1]",FALSE,FALSE,1
typpi,4,"['nheo', 2, 'nhfo', 1, 'nhen', 1]",tippi,11,"['nheþ', 3, 'nhen', 3, 'nhfo', 2, 'nheo', 1, 'svg3en', 1, 'nhfn', 1]",FALSE,FALSE,4
typpið,7,"['nheog', 5, 'nheng', 2]",tippið,2,"['nheog', 2]",FALSE,FALSE,2
typpinu,1,"['nheþg', 1]",tippinu,1,"['nheþg', 1]",FALSE,TRUE,1
yðrum,1,"['sfg1fn', 1]",iðrum,40,"['nhfþ', 40]",TRUE,FALSE,1
yl,19,"['nkeþ', 6, 'nkeo', 6, 'nheo', 5, 'nhen', 2]",il,9,"['e', 8, 'nveþ', 1]",TRUE,FALSE,9
ylja,15,"['sng', 12, 'sfg1en', 1, 'nvens', 1, 'sfg3fn', 1]",ilja,19,"['nvfe', 19]",TRUE,FALSE,15
yljar,9,"['sfg3en', 9]",iljar,8,"['nvfo', 5, 'nkfn', 2, 'nvfn', 1]",TRUE,FALSE,8
ylli,24,"['svg3eþ', 22, 'svg1eþ', 2]",illi,2,"['lkenvf', 2]",TRUE,FALSE,2
yllu,4,"['svg3fþ', 4]",illu,62,"['lheþsf', 55, 'nvee', 1, 'nveþ', 1, 'nveo', 1, 'lkfþvf', 1, 'lveosf', 1, 'lhfnvf', 1, 'lkfevf', 1]",TRUE,FALSE,4
ym,1,"['nkeo', 1]",im,7,"['e', 7]",TRUE,FALSE,1
ympra,2,"['sng', 1, 'sfg3fn', 1]",impra,5,"['sng', 4, 'sfg3fn', 1]",FALSE,TRUE,2
ynni,44,"['svg3eþ', 37, 'svg1eþ', 7]",inni,1796,"['aa', 1775, 'nheþ', 7, 'nkeþ', 4, 'nhfo', 3, 'nheo', 2, 'svg3en', 2, 'nhen', 1, 'x', 1, 'nhfn', 1]",TRUE,FALSE,44
ynnum,2,"['svg1fþ', 2]",innum,40,"['nvfþ', 35, 'nhfþ', 3, 'sfg1fn', 2]",TRUE,FALSE,2
þeyr,1,"['nken', 1]",þeir,13977,"['fpkfn', 13118, 'fakfn', 825, 'fakfn', 34]",TRUE,FALSE,1
þylja,18,"['sng', 18]",þilja,6,"['nhfe', 6]",TRUE,FALSE,6
þynna,5,"['sng', 3, 'nven', 1, 'sfg3fn', 1]",þinna,37,"['fevfe', 37]",TRUE,FALSE,5
þynni,6,"['nkeþ', 5, 'nkeo', 1]",þinni,238,"['feveþ', 238]",TRUE,FALSE,6
