Word form,Total count,POS tags and their frequency,Word form,Total count,POS tags and their frequency,Grammatically disjoint,Grammatically identical
gildi,266,"['nheo', 141, 'nheþ', 70, 'nhen', 19, 'nhfn', 16, 'nhfo', 9, 'svg3en', 7, 'svg3fn', 3, 'sfg1en', 1]",gilti,38,"['sfg3eþ', 36, 'svg3eþ', 1, 'svg3fþ', 1]",True,False
fylgd,86,"['nveþ', 73, 'nveo', 10, 'lhfnsf', 1, 'lvensf', 1, 'nven', 1]",fylgt,131,"['ssg', 96, 'sþghen', 33, 'lhensf', 2]",True,False
mildi,39,"['nven', 11, 'svg3en', 10, 'nvee', 8, 'nveþ', 5, 'nveo', 3, 'svg3fn', 1, 'lkenvf', 1]",milti,2,"['nhfo', 1, 'nheþ', 1]",True,False
tengd,103,"['sþgven', 60, 'sþghfn', 24, 'lhfnsf', 13, 'lvensf', 2, 'sþghen', 2, 'lvensf', 1, 'lhfosf', 1]",tengt,58,"['ssg', 23, 'sþghen', 23, 'lhensf', 9, 'lheosf', 3]",False,False
bendir,310,"['sfg3en', 310]",bentir,2,"['lkfnsf', 2]",True,False
seld,34,"['sþgven', 22, 'sþghfn', 10, 'lvensf', 2]",selt,137,"['ssg', 108, 'sþghen', 28, 'lhensf', 1]",True,False
vond,78,"['lvensf', 70, 'lhfosf', 4, 'lhfnsf', 3, 'e', 1]",vont,112,"['lhensf', 99, 'lheosf', 13]",True,False
staðreynd,160,"['nven', 91, 'nveo', 45, 'nveþ', 22, 'lhfnsf', 2]",staðreynt,1,"['lhensf', 1]",True,False
vandað,33,"['sþghen', 14, 'lhensf', 9, 'ssg', 6, 'lheosf', 4]",vantað,12,"['ssg', 12]",False,False
dalinn,53,"['nkeog', 53]",talinn,118,"['sþgken', 115, 'lkensf', 2, 'x', 1]",True,False
mæld,17,"['sþgven', 13, 'sþghfn', 4]",mælt,128,"['sþghen', 71, 'ssg', 49, 'lheosf', 4, 'lhensf', 2, 'sþghfn', 2]",False,False
greind,39,"['sþghfn', 14, 'nveo', 8, 'lvensf', 7, 'nven', 6, 'nveþ', 3, 'sþgven', 1]",greint,114,"['sþghen', 62, 'ssg', 50, 'lhensf', 1, 'lheosf', 1]",True,False
mældi,40,"['sfg3eþ', 37, 'sfg1eþ', 3]",mælti,334,"['sfg3eþ', 329, 'sfg1eþ', 3, 'svg3eþ', 1, 'lkenvf', 1]",False,False
félagslynd,4,"['lvensf', 3, 'lhfnsf', 1]",félagslynt,1,"['lhensf', 1]",True,False
pundi,1,"['svg1en', 1]",punti,1,"['nheþ', 1]",True,False
kennd,102,"['sþgven', 50, 'sþghfn', 18, 'nveo', 14, 'nven', 12, 'nveþ', 8]",kennt,188,"['ssg', 102, 'sþghen', 85, 'lhensf', 1]",True,False
myndina,329,"['nveog', 329]",myntina,2,"['nveog', 2]",False,True
myndu,338,"['svg3fþ', 333, 'sng', 3, 'x', 2]",myntu,3,"['nveo', 2, 'nvee', 1]",True,False
erlend,83,"['lhfosf', 33, 'nkeos', 24, 'lhfnsf', 18, 'lvensf', 8]",erlent,43,"['lhensf', 31, 'lheosf', 12]",True,False
dæmt,43,"['ssg', 23, 'sþghen', 18, 'lhensf', 2]",tæmt,7,"['ssg', 6, 'lheosf', 1]",False,False
dæmdur,83,"['sþgken', 77, 'lkensf', 6]",tæmdur,2,"['lkensf', 2]",False,False
duga,114,"['sng', 85, 'sfg3fn', 28, 'sbg2en', 1]",tuga,2,"['nkfe', 2]",True,False
skemmdir,17,"['nvfn', 9, 'nvfo', 7, 'sfg2eþ', 1]",skemmtir,11,"['sfg3en', 10, 'sfg2en', 1]",True,False
henda,161,"['sng', 152, 'sfg3fn', 9]",henta,27,"['sng', 20, 'sfg3fn', 7]",False,True
vald,168,"['nheo', 145, 'nhen', 23]",valt,38,"['sfg3eþ', 32, 'lhensf', 6]",True,False
dugi,16,"['svg3en', 10, 'svg3fn', 6]",tugi,39,"['nkfo', 31, 'x', 4, 'nkeþ', 4]",True,False
ómæld,4,"['lhfnsf', 2, 'lvensf', 2]",ómælt,9,"['lheosf', 7, 'lhensf', 2]",True,False
holdi,57,"['nheþ', 57]",holti,15,"['nheþs', 12, 'nheþ', 3]",False,False
límd,32,"['sþghfn', 16, 'lhfnsf', 8, 'lvensf', 8]",límt,11,"['lhensf', 8, 'ssg', 3]",True,False
dælt,56,"['lhensf', 34, 'ssg', 13, 'lheosf', 9]",tælt,3,"['ssg', 2, 'lhensf', 1]",False,False
veldi,68,"['nheþ', 41, 'svg3eþ', 7, 'nhen', 7, 'nheo', 7, 'nhfn', 4, 'svg1eþ', 2]",velti,279,"['sfg3eþ', 172, 'sfg1eþ', 91, 'sfg1en', 9, 'svg3en', 5, 'nkeþ', 1, 'nhen', 1]",False,False
dóm,105,"['nkeo', 105]",tóm,151,"['lvensf', 58, 'nheo', 35, 'nhen', 25, 'lhfnsf', 24, 'lhfosf', 9]",True,False
týnd,34,"['lvensf', 33, 'lhfnsf', 1]",týnt,38,"['ssg', 29, 'lhensf', 9]",True,False
dómur,49,"['nken', 49]",tómur,58,"['lkensf', 58]",True,False
dæmdir,21,"['sþgkfn', 19, 'svg2eþ', 1, 'lkfnsf', 1]",tæmdir,3,"['lkfnsf', 3]",False,False
grennd,29,"['nveþ', 29]",grennt,1,"['ssg', 1]",True,False
dúr,67,"['nkeþ', 54, 'nkeo', 7, 'nken', 6]",túr,26,"['nkeþ', 15, 'nkeo', 8, 'nken', 3]",False,True
myndum,336,"['nvfþ', 244, 'svg1fþ', 86, 'nhfþ', 5, 'sfg1fn', 1]",myntum,1,"['nvfþ', 1]",False,False
reynd,61,"['nveþ', 51, 'nven', 7, 'lvensf', 2, 'nveo', 1]",reynt,536,"['ssg', 393, 'sþghen', 143]",True,False
veldu,7,"['svg3fþ', 4, 'sbg2en', 3]",veltu,28,"['sfg3fþ', 21, 'sbg2en', 4, 'nveo', 2, 'nvee', 1]",False,False
milda,29,"['sng', 12, 'lveosf', 7, 'sfg3fn', 4, 'lheþvf', 2, 'lkeþvf', 1, 'lkeevf', 1, 'lhenvf', 1, 'lkeovf', 1]",milta,3,"['nhfe', 2, 'nheþ', 1]",True,False
höldum,94,"['sfg1fn', 87, 'nhfþ', 5, 'svg1fn', 2]",höltum,1,"['lkeþsf', 1]",True,False
geymd,81,"['nveþ', 27, 'sþgven', 25, 'sþghfn', 21, 'nveo', 5, 'nven', 2, 'lhfnsf', 1]",geymt,77,"['sþghen', 44, 'ssg', 29, 'lhensf', 4]",True,False
veldur,236,"['sfg3en', 232, 'sfg2en', 4]",veltur,41,"['sfg3en', 34, 'nvfo', 4, 'nvfn', 3]",False,False
völdum,239,"['nhfþ', 213, 'sfg1fþ', 18, 'lhfþsf', 4, 'lkeþsf', 2, 'nkfþ', 1, 'lvfþsf', 1]",völtum,11,"['lkeþsf', 4, 'lkfþsf', 4, 'nkfþ', 2, 'lhfþsf', 1]",False,False
myndinni,238,"['nveþg', 238]",myntinni,2,"['nveþg', 2]",False,True
hyldi,2,"['svg3eþ', 1, 'nhen', 1]",hylti,1,"['nkeþs', 1]",True,False
hengd,11,"['sþgven', 8, 'lhfnsf', 1, 'lvensf', 1, 'lhfosf', 1]",hengt,38,"['ssg', 30, 'sþghen', 8]",True,False
skæld,3,"['lvensf', 1, 'lhfosf', 1, 'lhfnsf', 1]",skælt,4,"['ssg', 2, 'lhensf', 2]",True,False
hold,61,"['nheo', 36, 'nhen', 21, 'e', 2, 'nhfn', 1, 'nhfo', 1]",holt,27,"['lhensf', 7, 'nhfo', 5, 'nheo', 5, 'nhens', 3, 'nhfn', 3, 'nhen', 3, 'nheos', 1]",False,False
mældum,4,"['sfg1fþ', 2, 'lkeþsf', 1, 'lvfþsf', 1]",mæltum,7,"['sfg1fþ', 7]",False,False
dýna,4,"['nven', 3, 'nvfe', 1]",týna,64,"['sng', 62, 'sfg3fn', 2]",True,False
vild,42,"['nveþ', 35, 'nven', 3, 'nveo', 2, 'lvensf', 2]",vilt,310,"['sfg2en', 300, 'lhensf', 9, 'lheosf', 1]",True,False
eldur,70,"['nken', 64, 'nkens', 6]",eltur,3,"['sþgken', 3]",True,False
sígild,8,"['lvensf', 6, 'lhfnsf', 1, 'lhfosf', 1]",sígilt,6,"['lhensf', 6]",True,False
dreg,41,"['sfg1en', 40, 'x', 1]",treg,16,"['lvensf', 13, 'lhfnsf', 3]",True,False
kyndir,5,"['sfg3en', 5]",kyntir,1,"['sfg2eþ', 1]",True,False
samfelld,22,"['lvensf', 18, 'lhfosf', 3, 'lhfnsf', 1]",samfellt,25,"['aa', 15, 'lhensf', 9, 'lheosf', 1]",True,False
leynd,28,"['nveþ', 17, 'nven', 8, 'lvensf', 2, 'nveo', 1]",leynt,89,"['aa', 48, 'ssg', 38, 'lhensf', 2, 'lheosf', 1]",True,False
hald,23,"['nheo', 14, 'nhen', 9]",halt,5,"['lhensf', 4, 'lheosf', 1]",True,False
dóma,33,"['nkfo', 26, 'nkfe', 7]",tóma,32,"['lveosf', 25, 'lkfosf', 2, 'lhenvf', 2, 'lheevf', 1, 'lkeovf', 1, 'lvenvf', 1]",True,False
dalir,19,"['nkfn', 19]",talir,4,"['svg2en', 4]",True,False
völd,65,"['nhfo', 50, 'nhfn', 11, 'lvensf', 4]",völt,4,"['lvensf', 4]",False,False
mild,28,"['lvensf', 22, 'lhfnsf', 5, 'lhfosf', 1]",milt,34,"['lhensf', 33, 'lheosf', 1]",True,False
mældan,3,"['lkeosf', 3]",mæltan,1,"['lkeosf', 1]",False,True
spæld,14,"['lvensf', 9, 'lhfnsf', 4, 'lhfosf', 1]",spælt,1,"['lhensf', 1]",True,False
þvæld,4,"['lvensf', 3, 'lhfnsf', 1]",þvælt,3,"['lhensf', 2, 'ssg', 1]",True,False
bendu,11,"['nveþ', 10, 'nveo', 1]",bentu,62,"['sfg3fþ', 60, 'sbg2en', 2]",True,False
hendist,25,"['sfm3en', 11, 'svm3en', 7, 'svm3fn', 4, 'sfm1en', 3]",hentist,44,"['sfm3eþ', 37, 'sfm1eþ', 7]",True,False
dýnum,6,"['nvfþ', 6]",týnum,5,"['sfg1fn', 4, 'svg1fn', 1]",True,False
dæla,49,"['sng', 46, 'nven', 2, 'sfg3fn', 1]",tæla,11,"['sng', 10, 'sfg3fn', 1]",False,False
heild,156,"['nveþ', 107, 'nveo', 32, 'nven', 17]",heilt,100,"['lheosf', 66, 'lhensf', 34]",True,False
dal,50,"['nkeþ', 25, 'nkeo', 17, 'nkeo', 3, 'e', 3, 'nkeþs', 1, 'nkens', 1]",tal,254,"['nheo', 208, 'nhen', 46]",True,False
heimild,172,"['nveo', 85, 'nven', 60, 'nveþ', 27]",heimilt,72,"['lhensf', 71, 'lheosf', 1]",True,False
dáin,89,"['lvensf', 71, 'lhfnsf', 16, 'lhfosf', 2]",táin,4,"['nveng', 4]",True,False
sýnd,87,"['sþgven', 62, 'sþghfn', 24, 'lhfnsf', 1]",sýnt,353,"['ssg', 267, 'sþghen', 84, 'x', 1, 'lhensf', 1]",True,False
dár,4,"['nheo', 4]",tár,151,"['nhfo', 89, 'nhfn', 40, 'nhen', 18, 'nheo', 4]",False,False
dæmd,37,"['sþghfn', 14, 'sþgven', 13, 'lvensf', 6, 'lhfnsf', 3, 'lhfosf', 1]",tæmd,7,"['sþgven', 7]",False,False
bráðgreind,2,"['lvensf', 2]",bráðgreint,1,"['lhensf', 1]",True,False
syndir,59,"['nvfo', 37, 'sfg3en', 11, 'nvfn', 10, 'lkfnsf', 1]",syntir,1,"['lkfnsf', 1]",False,False
náskyld,11,"['lvensf', 8, 'lhfnsf', 2, 'lhfosf', 1]",náskylt,6,"['lhensf', 6]",True,False
bæld,7,"['lvensf', 3, 'sþgven', 2, 'lhfnsf', 2]",bælt,15,"['ssg', 9, 'lhensf', 5, 'lheosf', 1]",True,False
dökkum,28,"['lvfþsf', 10, 'lkfþsf', 7, 'lkeþsf', 6, 'lhfþsf', 5]",tökkum,11,"['nkfþ', 9, 'sfg1fn', 2]",True,False
pund,29,"['nhfo', 12, 'nheo', 8, 'nhfn', 6, 'nhen', 2, 'nkeo', 1]",punt,6,"['nheo', 4, 'x', 1, 'nkeo', 1]",False,False
endist,32,"['sfm3en', 29, 'svm3en', 1, 'sfm1en', 1, 'svm3fn', 1]",entist,42,"['sfm3eþ', 39, 'sfm1eþ', 2, 'sfm1fþ', 1]",True,False
brennd,23,"['sþgven', 10, 'sþghfn', 8, 'lvensf', 4, 'lhfnsf', 1]",brennt,40,"['ssg', 24, 'sþghen', 12, 'lheosf', 3, 'lhensf', 1]",True,False
sprengd,1,"['lvensf', 1]",sprengt,17,"['ssg', 12, 'lhensf', 5]",True,False
grimmd,23,"['nveþ', 12, 'nveo', 7, 'nven', 4]",grimmt,13,"['aa', 6, 'lhensf', 4, 'lheosf', 3]",True,False
dugir,33,"['sfg3en', 33]",tugir,43,"['nkfn', 43]",True,False
holdsins,12,"['nheeg', 12]",holtsins,1,"['nheeg', 1]",False,True
dug,6,"['nkeo', 5, 'x', 1]",tug,36,"['nkeþ', 27, 'nkeo', 9]",False,False
dæmum,21,"['nhfþ', 15, 'sfg1fn', 3, 'lkfþsf', 2, 'lkeþsf', 1]",tæmum,1,"['sfg1fn', 1]",False,False
lengd,116,"['nveo', 56, 'nveþ', 45, 'nven', 11, 'lvensf', 2, 'lhfnsf', 2]",lengt,3,"['lheosf', 2, 'ssg', 1]",True,False
soldið,52,"['aa', 50, 'lhensf', 2]",soltið,1,"['ssg', 1]",True,False
hefnd,45,"['nven', 22, 'nveo', 13, 'nveþ', 8, 'lhfnsf', 1, 'lvensf', 1]",hefnt,12,"['ssg', 9, 'lhensf', 3]",True,False
vændi,19,"['nheþ', 6, 'nhen', 4, 'svg3eþ', 4, 'sfg3eþ', 4, 'nheo', 1]",vænti,29,"['sfg1en', 16, 'sfg3eþ', 8, 'svg3eþ', 3, 'sfg1eþ', 2]",False,False
vendi,3,"['sfg1en', 2, 'nkfo', 1]",venti,8,"['sfg3eþ', 8]",True,False
dónar,2,"['nkfn', 2]",tónar,26,"['nkfn', 25, 'sfg3en', 1]",False,False
drukkinn,78,"['lkensf', 70, 'nkeog', 7, 'lkeosf', 1]",trukkinn,2,"['nkeog', 2]",False,False
dýru,33,"['lheþsf', 25, 'lveþvf', 2, 'lhfovf', 2, 'lveovf', 2, 'lkfevf', 1, 'lveevf', 1]",týru,2,"['nveþ', 2]",True,False
klemmd,8,"['lvensf', 5, 'lhfosf', 3]",klemmt,4,"['ssg', 2, 'lhensf', 2]",True,False
þunglynd,6,"['lvensf', 6]",þunglynt,1,"['lhensf', 1]",True,False
drekk,26,"['sfg1en', 26]",trekk,6,"['nkeo', 6]",True,False
samræmd,13,"['sþgven', 6, 'lhfosf', 6, 'lhfnsf', 1]",samræmt,4,"['lhensf', 2, 'ssg', 1, 'lheosf', 1]",True,False
dýra,73,"['nhfe', 52, 'lveosf', 6, 'nheo', 6, 'lkeovf', 3, 'lkfosf', 2, 'lheþvf', 1, 'nkeþs', 1, 'lhenvf', 1, 'nheþ', 1]",týra,53,"['nvens', 45, 'nven', 4, 'sng', 3, 'nvfe', 1]",True,False
lendi,27,"['sfg1en', 13, 'svg3fn', 8, 'svg3en', 4, 'lkenvf', 2]",lenti,284,"['sfg3eþ', 212, 'sfg1eþ', 68, 'svg3eþ', 4]",True,False
lendir,78,"['sfg3en', 66, 'sfg2en', 6, 'lkfnsf', 5, 'svg2en', 1]",lentir,9,"['lkfnsf', 6, 'sfg2eþ', 3]",False,False
melding,1,"['nven', 1]",melting,2,"['nven', 2]",False,True
skyld,21,"['lvensf', 12, 'lhfnsf', 7, 'nveo', 1, 'lhfosf', 1]",skylt,108,"['lhensf', 75, 'lheosf', 33]",True,False
drekki,14,"['svg3fn', 6, 'svg3en', 3, 'svg1en', 3, 'sfg1en', 2]",trekki,1,"['sfg1en', 1]",False,False
dúða,1,"['nkeþ', 1]",túða,1,"['nven', 1]",True,False
mældur,23,"['sþgken', 20, 'lkensf', 3]",mæltur,2,"['nvfo', 1, 'lkensf', 1]",False,False
skemmdum,27,"['nvfþ', 24, 'lkeþsf', 2, 'sfg1fþ', 1]",skemmtum,18,"['sfg1fþ', 18]",False,False
dalað,1,"['ssg', 1]",talað,756,"['ssg', 441, 'sþghen', 311, 'lheosf', 2, 'sþgheo', 1, 'lhensf', 1]",False,False
dalar,1,"['sfg3en', 1]",talar,422,"['sfg3en', 367, 'sfg2en', 55]",False,False
drekkja,23,"['sng', 22, 'sfg3fn', 1]",trekkja,13,"['sng', 13]",False,False
dúrnum,18,"['nkeþg', 18]",túrnum,3,"['nkeþg', 3]",False,True
dælir,13,"['sfg3en', 13]",tælir,1,"['sfg3en', 1]",False,True
eldist,13,"['sfm3en', 9, 'svm3en', 4]",eltist,13,"['sfm3eþ', 11, 'sfm3en', 1, 'sfm1eþ', 1]",False,False
haldir,12,"['svg2en', 12]",haltir,1,"['lkfnsf', 1]",True,False
hend,2,"['sbg2en', 2]",hent,90,"['ssg', 51, 'sþghen', 34, 'lhensf', 5]",True,False
hendir,58,"['sfg3en', 54, 'sfg2en', 4]",hentir,1,"['sfg2eþ', 1]",True,False
lendum,10,"['nvfþ', 5, 'svg1fn', 4, 'lkfþsf', 1]",lentum,33,"['sfg1fþ', 27, 'svg1fþ', 3, 'lkeþsf', 1, 'lkfþsf', 1, 'lvfþsf', 1]",False,False
óskemmd,3,"['lhfnsf', 2, 'lvensf', 1]",óskemmt,3,"['lhensf', 3]",True,False
syndur,4,"['lkensf', 4]",syntur,1,"['lkensf', 1]",False,True
dorga,7,"['sng', 4, 'nvfe', 2, 'sfg3fn', 1]",torga,2,"['sng', 2]",False,False
útlend,4,"['lhfnsf', 2, 'lhfosf', 1, 'lvensf', 1]",útlent,9,"['lheosf', 5, 'lhensf', 4]",True,False
dúni,2,"['nheþ', 2]",túni,33,"['nheþ', 33]",False,True
afhendir,13,"['sfg3en', 11, 'sfg2en', 1, 'svg2en', 1]",afhentir,5,"['sþgkfn', 4, 'lkfnsf', 1]",True,False
vandaði,16,"['sfg3eþ', 11, 'sfg1eþ', 3, 'svg3eþ', 1, 'lkenvf', 1]",vantaði,264,"['sfg3eþ', 260, 'svg3eþ', 4]",False,False
gjaldi,11,"['nheþ', 10, 'svg3en', 1]",gjalti,3,"['nheþ', 3]",False,False
dala,14,"['nkfe', 13, 'sng', 1]",tala,2820,"['sng', 2562, 'sfg3fn', 116, 'sfg1en', 76, 'nven', 56, 'nhfe', 5, 'nvens', 3, 'sbg2en', 1, 'nhfe', 1]",False,False
eldast,27,"['snm', 21, 'ssm', 2, 'sfm3fn', 2, 'sfm3en', 2]",eltast,41,"['snm', 41]",False,False
innlend,14,"['lvensf', 6, 'lhfnsf', 4, 'lhfosf', 4]",innlent,7,"['lhensf', 5, 'lheosf', 2]",True,False
nátengd,12,"['lvensf', 7, 'lhfnsf', 3, 'lhfosf', 2]",nátengt,7,"['lhensf', 6, 'lheosf', 1]",True,False
tínd,4,"['lvensf', 2, 'lhfnsf', 2]",tínt,12,"['ssg', 8, 'lhensf', 4]",True,False
dygg,1,"['lvensf', 1]",tygg,5,"['sfg1en', 5]",True,False
vandar,8,"['sfg3en', 7, 'sfg2en', 1]",vantar,333,"['sfg3en', 332, 'nkfn', 1]",False,False
deit,12,"['nheo', 6, 'nhen', 4, 'nhfn', 2]",teit,2,"['nkeos', 2]",True,False
frjálslynd,4,"['lvensf', 3, 'lhfnsf', 1]",frjálslynt,1,"['lhensf', 1]",True,False
kyndi,2,"['nheþ', 1, 'nheo', 1]",kynti,7,"['sfg3eþ', 7]",True,False
algild,6,"['lvensf', 4, 'lhfnsf', 2]",algilt,9,"['lhensf', 8, 'lheosf', 1]",True,False
dannað,1,"['ssg', 1]",tannað,1,"['lhensf', 1]",True,False
dé,2,"['nhen', 2]",té,31,"['nheo', 30, 'x', 1]",True,False
