Word form,Total count,POS tags and their frequency,Word form,Total count,POS tags and their frequency,Grammatically disjoint,Grammatically identical
landsspítalans,8,"['nkeeg', 8]",landspítalans,6,"['nkeegs', 6]",True,False
landsstjórnina,2,"['nveog', 2]",landstjórnina,2,"['nveog', 2]",False,True
starfssvið,4,"['nheo', 2, 'nhen', 1, 'nhfo', 1]",starfsvið,3,"['nheo', 2, 'nhen', 1]",False,False
hafíss,8,"['nkee', 8]",hafís,21,"['nkeþ', 7, 'nken', 7, 'nkeo', 7]",True,False
bátsskeljum,1,"['nvfþ', 1]",bátskeljum,2,"['nvfþ', 2]",False,True
sjálfsstjórn,2,"['nveþ', 1, 'nven', 1]",sjálfstjórn,4,"['nven', 2, 'nveþ', 1, 'nveo', 1]",False,False
ljóss,8,"['nhee', 8]",ljós,1164,"['nheo', 898, 'nhen', 165, 'nhfn', 53, 'lvensf', 14, 'lhfnsf', 12, 'lkensf', 10, 'nhfo', 10, 'nvfn', 2]",True,False
less,1,"['e', 1]",les,198,"['sfg3en', 115, 'sfg1en', 63, 'e', 15, 'nhen', 5]",False,False
sjálfsstjórninni,1,"['nveþg', 1]",sjálfstjórninni,2,"['nveþg', 2]",False,True
liðssveit,1,"['nveþ', 1]",liðsveit,1,"['nveþ', 1]",False,True
dagsljóss,1,"['nhee', 1]",dagsljós,3,"['nheo', 2, 'nhen', 1]",True,False
prestssetrið,5,"['nheng', 5]",prestsetrið,1,"['nheng', 1]",False,True
slyss,2,"['nhee', 2]",slys,84,"['nhen', 42, 'nhfn', 20, 'nhfo', 16, 'nheo', 6]",True,False
leikhúss,1,"['nhee', 1]",leikhús,47,"['nheo', 27, 'nhen', 10, 'nhfo', 5, 'nhfn', 5]",True,False
dagssiglingu,1,"['nveo', 1]",dagsiglingu,1,"['nveo', 1]",False,True
klassi,1,"['nken', 1]",klasi,1,"['nken', 1]",False,True
vatnssósa,3,"['lkeþvf', 2, 'lkfþvf', 1]",vatnsósa,11,"['lkeovf', 2, 'lkfevf', 2, 'lvfnsf', 1, 'lheþvf', 1, 'lkeþvf', 1, 'lvfþvf', 1, 'lvensf', 1, 'lkfosf', 1, 'lkfnvf', 1]",False,False
íss,4,"['nkee', 4]",ís,133,"['nkeo', 66, 'nkeþ', 38, 'nken', 27, 'nhee', 2]",True,False
goss,5,"['nhee', 5]",gos,139,"['nheo', 48, 'nhfo', 28, 'nhfn', 28, 'nhen', 27, 'nkeþ', 6, 'e', 2]",True,False
jarðgass,2,"['nhee', 2]",jarðgas,11,"['nheo', 6, 'nhen', 5]",True,False
mýragass,1,"['nhee', 1]",mýragas,1,"['nhen', 1]",True,False
jökulíss,1,"['nkee', 1]",jökulís,3,"['nkeo', 2, 'nken', 1]",True,False
gegndarlauss,1,"['lkeesf', 1]",gegndarlaus,2,"['lhfosf', 1, 'lvensf', 1]",True,False
brennisteinskíss,1,"['nkee', 1]",brennisteinskís,18,"['nken', 11, 'nkeþ', 4, 'nkeo', 3]",True,False
íbúðarhúss,3,"['nhee', 3]",íbúðarhús,39,"['nheo', 13, 'nhfn', 12, 'nhen', 8, 'nhfo', 6]",True,False
stöðvarhúss,3,"['nhee', 3]",stöðvarhús,2,"['nheo', 1, 'nhen', 1]",True,False
námsskrá,2,"['nveo', 1, 'nveþ', 1]",námskrá,6,"['nven', 3, 'nveþ', 2, 'nveo', 1]",False,False
hnussar,11,"['sfg3en', 11]",hnusar,7,"['sfg3en', 7]",False,True
kossinn,13,"['nkeng', 10, 'nkeog', 3]",kosinn,27,"['sþgken', 25, 'lkensf', 1, 'lkeosf', 1]",True,False
fjóss,1,"['nhee', 1]",fjós,35,"['nheo', 17, 'nhen', 13, 'nhfn', 2, 'nveþ', 1, 'nven', 1, 'nveo', 1]",True,False
liðsstyrk,2,"['nkeo', 2]",liðstyrk,1,"['nkeo', 1]",False,True
endalauss,1,"['lkeesf', 1]",endalaus,45,"['lvensf', 33, 'lhfnsf', 5, 'lkensf', 4, 'lhfosf', 3]",True,False
ránsskap,6,"['nkeþ', 4, 'nhens', 1, 'nkeo', 1]",ránskap,2,"['nkeþ', 1, 'nkeo', 1]",False,False
hrossið,21,"['nheog', 12, 'nheng', 9]",hrosið,1,"['ssg', 1]",True,False
tossar,1,"['nkfn', 1]",tosar,2,"['sfg3en', 2]",True,False
hnussa,5,"['sfg1en', 3, 'sng', 2]",hnusa,4,"['sng', 4]",False,False
pussa,1,"['sng', 1]",pusa,1,"['nven', 1]",True,False
gistihúss,1,"['nhee', 1]",gistihús,9,"['nheo', 6, 'nhfn', 1, 'nhen', 1, 'nhfo', 1]",True,False
klössum,1,"['nkfþ', 1]",klösum,4,"['nkfþ', 4]",False,True
hnussandi,1,"['slg', 1]",hnusandi,3,"['lvfevf', 1, 'lkfovf', 1, 'slg', 1]",False,False
stórslyss,1,"['nhee', 1]",stórslys,3,"['nhfn', 1, 'nhen', 1, 'nhfo', 1]",True,False
saklauss,1,"['lheesf', 1]",saklaus,47,"['lkensf', 30, 'lvensf', 11, 'lhfnsf', 5, 'lhfosf', 1]",True,False
bussa,1,"['nkeo', 1]",busa,1,"['nkeo', 1]",False,True
þinghúss,2,"['nhee', 2]",þinghús,1,"['nheo', 1]",True,False
prestssetrinu,2,"['nheþg', 2]",prestsetrinu,2,"['nheþg', 2]",False,True
landsstjórnarinnar,2,"['nveeg', 2]",landstjórnarinnar,2,"['nveeg', 2]",False,True
landsstjóri,1,"['nken', 1]",landstjóri,1,"['nken', 1]",False,True
málssókn,2,"['nveo', 1, 'nven', 1]",málsókn,21,"['nveo', 13, 'nveþ', 4, 'nven', 2, 'nveþs', 1, 'nvens', 1]",False,False
riss,2,"['nhen', 2]",ris,15,"['nhen', 7, 'nheo', 3, 'nhfn', 3, 'e', 2]",False,False
ess,2,"['nhee', 2]",es,26,"['e', 15, 'as', 4, 'nhen', 3, 'nveos', 2, 'nheþ', 1, 'nhens', 1]",True,False
rassar,2,"['nkfn', 2]",rasar,1,"['sfg2en', 1]",True,False
lagnaðaríss,1,"['nkee', 1]",lagnaðarís,2,"['nkeo', 1, 'nken', 1]",True,False
vaskahúss,1,"['nhee', 1]",vaskahús,8,"['nheo', 5, 'nhen', 2, 'nhfn', 1]",True,False
pússluspilinu,1,"['nheþg', 1]",púsluspilinu,2,"['nheþg', 2]",False,True
veitingahúss,1,"['nhee', 1]",veitingahús,20,"['nheo', 15, 'nhfn', 4, 'nhfo', 1]",True,False
pósthúss,2,"['nhee', 2]",pósthús,10,"['nheo', 6, 'nhen', 3, 'nhfn', 1]",True,False
lossa,4,"['sng', 4]",losa,180,"['sng', 166, 'sfg3fn', 6, 'nkeþ', 5, 'sfg1en', 1, 'nkeo', 1, 'nhfe', 1]",False,False
lossað,1,"['ssg', 1]",losað,34,"['ssg', 33, 'lhensf', 1]",False,False
námsskránni,1,"['nveþg', 1]",námskránni,2,"['nveþg', 2]",False,True
sjúkrahúss,3,"['nhee', 2, 'nhee', 1]",sjúkrahús,54,"['nheo', 35, 'nhen', 10, 'nhfo', 6, 'nhfn', 3]",True,False
táragass,1,"['nhee', 1]",táragas,2,"['nheo', 1, 'nhen', 1]",True,False
gassi,2,"['nken', 1, 'nkens', 1]",gasi,19,"['nheþ', 19]",True,False
klassa,1,"['nkeþ', 1]",klasa,1,"['nkfo', 1]",True,False
