Word form,Total count,POS tags and their frequency,Word form,Total count,POS tags and their frequency,Grammatically disjoint,Grammatically identical,Min freq
sýna,958,"['sng', 771, 'sfg3fn', 183, 'lvenvf', 1, 'lveosf', 1, 'nvfe', 1, 'nhfe', 1]",sína,2757,"['feveo', 2097, 'fekfo', 653, 'x', 7]",TRUE,FALSE,958
hinna,413,"['gkfe', 230, 'fakfe', 56, 'ghfe', 43, 'x', 42, 'gvfe', 31, 'fahfe', 6, 'nven', 4, 'nvfe', 1]",hina,519,"['gveo', 341, 'fakfo', 72, 'faveo', 65, 'gkfo', 40, 'gkeo', 1]",TRUE,FALSE,413
einni,569,"['tfveþ', 347, 'foveþ', 179, 'lveþsf', 43]",eini,270,"['lkenvf', 267, 'nkeþs', 3]",TRUE,FALSE,270
vinnur,261,"['sfg3en', 253, 'sfg2en', 8]",vinur,679,"['nken', 671, 'nvfn', 4, 'nvfo', 4]",TRUE,FALSE,261
verra,241,"['lhenvm', 170, 'lheovm', 59, 'lheevm', 9, 'lheþvm', 3]",vera,10889,"['sng', 10857, 'nven', 19, 'nvens', 8, 'nkfe', 3, 'nkfo', 1, 'nhfe', 1]",TRUE,FALSE,241
hvað,11582,"['fshen', 7641, 'fsheo', 3715, 'fohen', 133, 'foheo', 92, 'x', 1]",kvað,238,"['sfg3eþ', 222, 'sfg1eþ', 7, 'sfg1fþ', 5, 'sfg2eþ', 3, 'sfg3fþ', 1]",TRUE,FALSE,238
tekinn,208,"['sþgken', 207, 'lkensf', 1]",tekin,377,"['sþgven', 294, 'sþghfn', 82, 'lvensf', 1]",TRUE,FALSE,208
neinn,312,"['fokeo', 242, 'foken', 70]",nein,196,"['fohfo', 118, 'foven', 65, 'fohfn', 13]",TRUE,FALSE,196
ákveðinn,188,"['lkensf', 152, 'lkeosf', 36]",ákveðin,259,"['lvensf', 200, 'lhfosf', 35, 'lhfnsf', 15, 'sþghfn', 5, 'sþgven', 4]",TRUE,FALSE,188
munni,184,"['nkeþ', 183, 'nken', 1]",muni,349,"['svg3en', 234, 'svg3fn', 41, 'nkfo', 40, 'svg1en', 33, 'nkens', 1]",TRUE,FALSE,184
horfinn,179,"['sþgken', 168, 'lkensf', 8, 'lkeosf', 3]",horfin,179,"['sþgven', 159, 'sþghfn', 17, 'x', 2, 'nhfng', 1]",TRUE,FALSE,179
feginn,203,"['lkensf', 200, 'lkeosf', 3]",fegin,175,"['lvensf', 165, 'lhfnsf', 10]",TRUE,FALSE,175
einna,174,"['fohfe', 167, 'fokfe', 7]",eina,1883,"['tfveo', 702, 'lhenvf', 515, 'lvenvf', 257, 'foveo', 231, 'lheovf', 64, 'lheþvf', 35, 'lkeovf', 23, 'lkeþvf', 19, 'lkfosf', 10, 'sng', 7, 'fokfo', 6, 'lveosf', 5, 'sfg3fn', 4, 'nvens', 2, 'lkeevf', 2, 'sfg1en', 1]",TRUE,FALSE,174
hinnar,169,"['gvee', 168, 'favee', 1]",hinar,294,"['gvfn', 113, 'gvfo', 71, 'favfn', 71, 'favfo', 36, 'gkfn', 2, 'gkfo', 1]",TRUE,FALSE,169
sýn,166,"['nveo', 119, 'nven', 28, 'nveþ', 15, 'nveþs', 2, 'lvensf', 1, 'nveos', 1]",sín,1981,"['fehfo', 886, 'fpkee', 469, 'fpkfe', 168, 'fpvee', 151, 'fphee', 128, 'feven', 85, 'fphfe', 48, 'fpvfe', 38, 'fehfn', 7, 'fphfo', 1]",TRUE,FALSE,166
látinn,180,"['sþgken', 121, 'lkensf', 46, 'lkeosf', 13]",látin,152,"['sþgven', 78, 'sþghfn', 63, 'lvensf', 4, 'nhfog', 3, 'lhfnsf', 3, 'lhfosf', 1]",TRUE,FALSE,152
opinn,152,"['lkeosf', 78, 'lkensf', 74]",opin,136,"['lvensf', 84, 'lhfosf', 28, 'lhfnsf', 19, 'nhfog', 3, 'x', 2]",TRUE,FALSE,136
tilbúinn,153,"['lkensf', 146, 'lkeosf', 7]",tilbúin,136,"['lvensf', 113, 'lhfnsf', 22, 'lhfosf', 1]",TRUE,FALSE,136
leyst,129,"['ssg', 79, 'sþghfn', 30, 'sþghen', 15, 'lhensf', 3, 'sþgven', 1, 'lheosf', 1]",leist,118,"['sfm3eþ', 114, 'sfg2eþ', 3, 'sfm3fþ', 1]",TRUE,FALSE,118
talinn,118,"['sþgken', 115, 'lkensf', 2, 'x', 1]",talin,184,"['sþgven', 114, 'sþghfn', 68, 'lvensf', 2]",TRUE,FALSE,118
haldinn,146,"['sþgken', 135, 'lkensf', 10, 'x', 1]",haldin,109,"['sþgven', 84, 'sþghfn', 20, 'lvensf', 5]",TRUE,FALSE,109
hrifinn,131,"['lkensf', 131]",hrifin,96,"['lvensf', 89, 'lhfnsf', 7]",TRUE,FALSE,96
bundinn,100,"['sþgken', 55, 'lkensf', 40, 'lkeosf', 5]",bundin,95,"['sþgven', 65, 'lvensf', 19, 'sþghfn', 9, 'lhfnsf', 1, 'lhfosf', 1]",TRUE,FALSE,95
dáinn,120,"['lkensf', 114, 'lkeosf', 6]",dáin,89,"['lvensf', 71, 'lhfnsf', 16, 'lhfosf', 2]",TRUE,FALSE,89
liðinn,85,"['sþgken', 58, 'lkensf', 16, 'nkeog', 8, 'lkeosf', 3]",liðin,130,"['sþghfn', 62, 'sþgven', 35, 'lvensf', 16, 'nhfog', 6, 'lhfosf', 5, 'nhfng', 5, 'lhfnsf', 1]",TRUE,FALSE,85
heilann,84,"['nkeog', 84]",heilan,135,"['lkeosf', 135]",TRUE,FALSE,84
borinn,107,"['sþgken', 85, 'nkeng', 14, 'lkensf', 5, 'nkeog', 3]",borin,82,"['sþgven', 57, 'sþghfn', 10, 'lvensf', 9, 'x', 6]",TRUE,FALSE,82
heppinn,87,"['lkensf', 86, 'lkeosf', 1]",heppin,82,"['lvensf', 64, 'lhfnsf', 17, 'lhfosf', 1]",TRUE,FALSE,82
færri,82,"['lkfnvm', 34, 'lhfnvm', 18, 'lkfovm', 10, 'lhfovm', 5, 'lvfovm', 5, 'lvfnvm', 4, 'lveþsf', 4, 'lvfþvm', 2]",færi,1044,"['svg3eþ', 738, 'svg1eþ', 117, 'nheþ', 56, 'sfg1en', 42, 'nhen', 32, 'svg3en', 20, 'nhfo', 16, 'nheo', 16, 'svg3fn', 5, 'nhfn', 1, 'svg1en', 1]",TRUE,FALSE,82
sveinn,623,"['nkens', 609, 'nken', 14]",svein,81,"['nkeos', 76, 'nkeo', 5]",TRUE,FALSE,81
fínn,80,"['lkensf', 80]",fín,131,"['lvensf', 105, 'lhfosf', 13, 'lhfnsf', 11, 'nvfns', 2]",TRUE,FALSE,80
gefinn,78,"['sþgken', 64, 'lkensf', 13, 'lkeosf', 1]",gefin,132,"['sþgven', 80, 'sþghfn', 41, 'lvensf', 7, 'lhfosf', 4]",TRUE,FALSE,78
stórri,85,"['lveþsf', 85]",stóri,77,"['lkenvf', 77]",TRUE,FALSE,77
hreinn,76,"['lkensf', 65, 'nkens', 10, 'nken', 1]",hrein,115,"['lvensf', 80, 'lhfnsf', 16, 'lhfosf', 12, 'sfg3eþ', 3, 'lvensf', 1, 'sfg1eþ', 1, 'nkeo', 1, 'lhfosf', 1]",TRUE,FALSE,76
kristinn,75,"['nkens', 50, 'lkensf', 20, 'lkeosf', 5]",kristin,95,"['lvensf', 78, 'lhfosf', 8, 'nkeos', 6, 'lhfnsf', 3]",TRUE,FALSE,75
einnar,68,"['tfvee', 55, 'lveesf', 11, 'fovee', 2]",einar,679,"['nkens', 549, 'nkeos', 53, 'x', 36, 'lvfnsf', 28, 'lvfosf', 11, 'sfg3en', 1, 'fovfo', 1]",TRUE,FALSE,68
vann,453,"['sfg3eþ', 376, 'sfg1eþ', 77]",van,66,"['e', 30, 'nhen', 21, 'nheo', 11, 'lkeosf', 3, 'aa', 1]",TRUE,FALSE,66
feiminn,79,"['lkensf', 78, 'lkeosf', 1]",feimin,65,"['lvensf', 52, 'lhfnsf', 11, 'nveng', 1, 'lhfosf', 1]",TRUE,FALSE,65
genginn,64,"['sþgken', 62, 'nkeog', 1, 'lkeosf', 1]",gengin,74,"['sþgven', 73, 'nhfng', 1]",TRUE,FALSE,64
rekinn,61,"['sþgken', 59, 'nkeng', 1, 'lkensf', 1]",rekin,68,"['sþgven', 54, 'sþghfn', 14]",TRUE,FALSE,61
skyldum,98,"['svg1fþ', 52, 'nvfþ', 28, 'sfg1fn', 10, 'lvfþsf', 5, 'lhfþsf', 3]",skildum,60,"['sfg1fþ', 58, 'nhfþ', 2]",TRUE,FALSE,60
fallinn,60,"['lkensf', 49, 'sþgken', 8, 'lkeosf', 3]",fallin,62,"['sþghfn', 16, 'lvensf', 14, 'sþgven', 14, 'x', 10, 'lhfnsf', 8]",TRUE,FALSE,60
ástfanginn,59,"['lkensf', 59]",ástfangin,67,"['lvensf', 58, 'lhfnsf', 8, 'lhfosf', 1]",TRUE,FALSE,59
skotinn,66,"['lkensf', 55, 'sþgken', 6, 'nkeng', 5]",skotin,55,"['lvensf', 32, 'nhfng', 9, 'sþgven', 6, 'sþghfn', 6, 'nhfog', 2]",TRUE,FALSE,55
rýkur,67,"['sfg3en', 66, 'sfg2en', 1]",ríkur,53,"['lkensf', 53]",TRUE,FALSE,53
himinn,53,"['nken', 43, 'nkens', 6, 'x', 4]",himin,54,"['nkeo', 54]",TRUE,FALSE,53
himinn,53,"['nken', 43, 'nkens', 6, 'x', 4]",himin,54,"['nkeo', 54]",TRUE,FALSE,53
ann,65,"['fpkeo', 27, 'sfg3en', 17, 'nvees', 7, 'sfg1en', 6, 'nvens', 5, 'nveþs', 2, 'x', 1]",an,51,"['e', 46, 'nheo', 3, 'nhen', 2]",TRUE,FALSE,51
hárri,50,"['lveþsf', 50]",hári,90,"['nheþ', 88, 'svg3en', 1, 'svg3fn', 1]",TRUE,FALSE,50
verr,87,"['aam', 87]",ver,47,"['sfg3en', 24, 'x', 17, 'nxeo', 2, 'nheo', 1, 'nhfo', 1, 'nhen', 1, 'sfg1en', 1]",TRUE,FALSE,47
ynni,44,"['svg3eþ', 37, 'svg1eþ', 7]",inni,1796,"['aa', 1775, 'nheþ', 7, 'nkeþ', 4, 'nhfo', 3, 'nheo', 2, 'svg3en', 2, 'nhen', 1, 'x', 1, 'nhfn', 1]",TRUE,FALSE,44
neytt,41,"['sþghen', 21, 'ssg', 19, 'lheosf', 1]",neitt,2011,"['foheo', 1549, 'fohen', 461, 'x', 1]",TRUE,FALSE,41
kynnum,39,"['nhfþ', 32, 'sfg1fn', 3, 'svg1fþ', 2, 'nkfþ', 2]",kinnum,58,"['nvfþ', 57, 'nvfþs', 1]",TRUE,FALSE,39
sýnum,39,"['nhfþ', 14, 'sfg1fn', 10, 'nvfþ', 9, 'svg1fn', 3, 'lhfþsf', 2, 'lkfþsf', 1]",sínum,4094,"['fekeþ', 2014, 'fevfþ', 728, 'fehfþ', 690, 'fekfþ', 662]",TRUE,FALSE,39
þurru,94,"['lheþsf', 88, 'sfg3fþ', 2, 'lveovf', 1, 'lhfovf', 1, 'lkfovf', 1, 'lvfnvf', 1]",þuru,39,"['nveos', 18, 'nveþs', 11, 'nvees', 9, 'nveo', 1]",TRUE,FALSE,39
eynni,29,"['nveþg', 29]",einni,569,"['tfveþ', 347, 'foveþ', 179, 'lveþsf', 43]",TRUE,FALSE,29
sýður,29,"['sfg3en', 28, 'sfg2en', 1]",síður,747,"['aam', 728, 'nvfo', 16, 'nvfn', 2, 'lkensf', 1]",TRUE,FALSE,29
deyi,21,"['svg3en', 11, 'svg3fn', 6, 'svg1en', 4]",degi,597,"['nkeþ', 592, 'nkeþs', 5]",TRUE,FALSE,21
